"V1" "V2" "V3" "V4"
"1" 0.774695537010705 0.190841122676788 0.0344633403125078 1
"2" 0.944436062192096 0.0357708480426967 0.0197930897652074 1
"3" 0.162045712852775 0.74944925911091 0.0885050280363152 2
"4" 0.860628572874483 0.102036297696423 0.0373351294290935 1
"5" 0.271085838056619 0.667227043564352 0.0616871183790297 2
"6" 0.0809290987277557 0.556191487764854 0.36287941350739 2
"7" 0.0152120842132182 0.190680110373599 0.794107805413183 3
"8" 0.00684071408482731 0.854539687702987 0.138619598212186 2
"9" 0.0627041116658257 0.6642389295866 0.273056958747574 2
"10" 0.737087801004127 0.232829900875081 0.0300822981207921 1
"11" 0.038058897258234 0.752139336398166 0.2098017663436 2
"12" 0.929391654120475 0.02723163102676 0.0433767148527654 1
"13" 0.914069014827865 0.0227045813603315 0.0632264038118038 1
"14" 0.159264208422589 0.0268952323607734 0.813840559216637 3
"15" 0.284360599672883 0.405173349649312 0.310466050677805 2
"16" 0.102523825351676 0.833888262463359 0.0635879121849641 2
"17" 0.967049746111586 0.0170148544746112 0.015935399413803 1
"18" 0.197703618336806 0.0942004498280291 0.708095931835165 3
"19" 0.136264644252478 0.752554233187859 0.111181122559663 2
"20" 0.938333293807733 0.0465673662363837 0.0150993399558832 1
"21" 0.29918668744685 0.0647474836575073 0.636065828895643 3
"22" 0.142567745721369 0.624197651421728 0.233234602856903 2
"23" 0.250061745405825 0.562830965048248 0.187107289545928 2
"24" 0.914526509784736 0.025399668527184 0.0600738216880804 1
"25" 0.769297878937336 0.19528927516537 0.0354128458972937 1
"26" 0.0603174605292288 0.806545059045803 0.133137480424968 2
"27" 0.880196065902418 0.0940268151035362 0.0257771189940463 1
"28" 0.851533918802883 0.131112628353518 0.0173534528435989 1
"29" 0.0677269697751885 0.676844653268821 0.25542837695599 2
"30" 0.0290162694676032 0.810195570676733 0.160788159855664 2
"31" 0.0348268694832908 0.134962304845914 0.830210825670795 3
"32" 0.0106282947912262 0.360545652598781 0.628826052609993 3
"33" 0.0566708608298471 0.804961716026772 0.138367423143381 2
"34" 0.961263841489634 0.00786985498296781 0.030866303527398 1
"35" 0.964140074607196 0.0226715589672977 0.0131883664255064 1
"36" 0.709847938408318 0.277840048834377 0.012312012757305 1
"37" 0.558241905982772 0.429364450497748 0.01239364351948 1
"38" 0.251724465593962 0.686008988248813 0.0622665461572252 2
"39" 0.196411776314298 0.480041159062047 0.323547064623655 2
"40" 0.899567133464298 0.069759267165863 0.0306735993698391 1
"41" 0.503666731377718 0.417045706847416 0.0792875617748656 1
"42" 0.170080507145317 0.673686201862191 0.156233290992492 2
"43" 0.308172478958552 0.366533099011817 0.32529442202963 2
"44" 0.946887217688496 0.0394456227488369 0.0136671595626671 1
"45" 0.179180930101409 0.574682794262294 0.246136275636297 2
"46" 0.909558381373474 0.0680338865566341 0.022407732069892 1
"47" 0.956643610282902 0.0287461693312915 0.0146102203858065 1
