"V1" "V2" "V3" "V4"
"1" 0.808049093634693 0.0786565687579031 0.113294337607404 1
"2" 0.943988988873355 0.034814261669839 0.0211967494568057 1
"3" 0.447071994440864 0.0482929381246949 0.504635067434441 3
"4" 0.0186536056972142 0.973801664283886 0.00754473001889999 2
"5" 0.0162238301104688 0.972362468496244 0.0114137013932874 2
"6" 0.485187039443777 0.0346582992121101 0.480154661344112 1
"7" 0.867332412874713 0.0577286442332491 0.0749389428920385 1
"8" 0.144228956431122 0.029100522574391 0.826670520994487 3
"9" 0.333332321678812 0.0153559192403614 0.651311759080826 3
"10" 0.0255172873042032 0.967436528554566 0.00704618414123114 2
"11" 0.154166415494238 0.815169159097285 0.0306644254084776 2
"12" 0.686446927885147 0.0997942201560592 0.213758851958794 1
"13" 0.00761965416845984 0.102361976975172 0.890018368856368 3
"14" 0.0982103920742881 0.0270401464425435 0.874749461483168 3
"15" 0.0732588465073431 0.863554374114408 0.063186779378249 2
"16" 0.00724452871205112 0.984615555386494 0.00813991590145488 2
"17" 0.753998020585848 0.107700443667251 0.138301535746902 1
"18" 0.845644397183129 0.108325910920196 0.046029691896675 1
"19" 0.115030707775724 0.0165019512465962 0.86846734097768 3
"20" 0.0783313250183651 0.900554972827019 0.0211137021546154 2
"21" 0.0297869289148034 0.960511677242428 0.0097013938427682 2
"22" 0.179133035860268 0.737934646115715 0.0829323180240169 2
"23" 0.655573690675307 0.216115070515941 0.128311238808751 1
"24" 0.587523107771703 0.258257757602401 0.154219134625896 1
"25" 0.106469851433534 0.0149985773892173 0.878531571177248 3
"26" 0.00253311956886703 0.991309440135757 0.00615744029537572 2
"27" 0.0192151981094442 0.975594535933298 0.00519026595725746 2
"28" 0.00794193000305417 0.98728523348123 0.00477283651571578 2
"29" 0.833706458178772 0.0439674008412184 0.122326140980009 1
"30" 0.942000828405039 0.0339386864404239 0.0240604851545371 1
"31" 0.349725176604083 0.0437018038639525 0.606573019531965 3
"32" 0.0529455308993936 0.0643404828808275 0.882713986219779 3
"33" 0.00641520684526771 0.989454440532479 0.00413035262225327 2
"34" 0.0149279057363516 0.97672855952784 0.00834353473580803 2
"35" 0.783919413812824 0.136166526809302 0.0799140593778735 1
"36" 0.830645982012737 0.073773154277856 0.095580863709407 1
"37" 0.190355841755198 0.0261454052430672 0.783498753001735 3
"38" 0.135883389308424 0.0249413179373932 0.839175292754183 3
"39" 0.182871179498058 0.738692797652441 0.0784360228495012 2
"40" 0.0132543526242466 0.973151316097328 0.0135943312784256 2
"41" 0.466849999205656 0.249816410711132 0.283333590083212 1
"42" 0.319426457833866 0.0424624004567896 0.638111141709344 3
"43" 0.19033341376566 0.0164320683671189 0.793234517867221 3
"44" 0.0111945610705293 0.978062234843211 0.0107432040862596 2
"45" 0.016686864961781 0.973900763577416 0.00941237146080271 2
"46" 0.723656725097491 0.181083367641908 0.0952599072606011 1
"47" 0.912048137820743 0.0720595232364483 0.0158923389428087 1
"48" 0.185125938158813 0.020214498835188 0.794659563005999 3
"49" 0.0267456752148993 0.967458531063344 0.00579579372175643 2
"50" 0.0037762930106605 0.989376549899301 0.00684715709003807 2
"51" 0.0784393020608604 0.904048435399973 0.0175122625391662 2
"52" 0.907282620523549 0.0459688974061968 0.0467484820702539 1
"53" 0.853152108515936 0.0666650699037195 0.0801828215803442 1
"54" 0.095183783835896 0.0214427615077189 0.883373454656385 3
"55" 0.170851604202903 0.790605961094161 0.0385424347029365 2
"56" 0.0273103440860237 0.964334855106471 0.00835480080750516 2
"57" 0.188415579345591 0.738139192540801 0.0734452281136082 2
"58" 0.674990349357712 0.123168708812838 0.20184094182945 1
"59" 0.0417228534693889 0.0926508848391169 0.865626261691494 3
"60" 0.0103262429406565 0.207910707865138 0.781763049194205 3
"61" 0.0747614964088059 0.908696339236656 0.0165421643545379 2
"62" 0.0343137070707536 0.959068420372542 0.00661787255670417 2
"63" 0.912472966360445 0.0502024539133465 0.0373245797262083 1
"64" 0.740811268166558 0.176795537603189 0.0823931942302528 1
"65" 0.365050414924129 0.0606117333008446 0.574337851775026 3
"66" 0.291780538537489 0.0271072964287749 0.681112165033736 3
"67" 0.0232720416182316 0.968732563454873 0.00799539492689578 2
"68" 0.0274255987446965 0.960067497433515 0.0125069038217879 2
"69" 0.907631747745501 0.075576404020679 0.0167918482338199 1
"70" 0.87608611077499 0.068358642799452 0.0555552464255577 1
"71" 0.115957227457623 0.0250712248494728 0.858971547692904 3
"72" 0.314096194767892 0.0233836809801337 0.662520124251974 3
"73" 0.00439806696675575 0.987847154752277 0.00775477828096759 2
"74" 0.00887609969921978 0.97729795436572 0.0138259459350602 2
"75" 0.904694803031906 0.0540028828468343 0.0413023141212596 1
"76" 0.815952171436513 0.0871977011525867 0.0968501274109004 1
"77" 0.257448878830174 0.048582040778372 0.693969080391454 3
"78" 0.00993317713342958 0.984210527757007 0.00585629510956381 2
"79" 0.0187191207101926 0.971211936028562 0.0100689432612455 2
"80" 0.14464999678148 0.826563516126935 0.0287864870915851 2
"81" 0.799025794393532 0.140793983697458 0.0601802219090095 1
"82" 0.0835910637479711 0.016016667384347 0.900392268867682 3
"83" 0.278890698422019 0.601160029828015 0.119949271749966 2
"84" 0.0147348137336986 0.969273982564274 0.0159912037020278 2
"85" 0.289333860170989 0.629801107032031 0.0808650327969797 2
"86" 0.875597077842121 0.0712879423674405 0.0531149797904388 1
"87" 0.788312646925677 0.127393922801235 0.0842934302730875 1
"88" 0.325475268052224 0.0492724306465482 0.625252301301227 3
"89" 0.100860407763292 0.0141788075610696 0.884960784675639 3
"90" 0.0120038798206191 0.97555250883559 0.0124436113437908 2
"91" 0.0420707483220768 0.945232807248303 0.0126964444296205 2
"92" 0.489864766883693 0.250127155745009 0.260008077371298 1
"93" 0.914324077501918 0.0665946156822577 0.0190813068158244 1
"94" 0.230762663451988 0.0316314032358286 0.737605933312184 3
"95" 0.430261348407288 0.0434985621757528 0.526240089416959 3
"96" 0.0054630264225681 0.988147511666799 0.00638946191063298 2
"97" 0.149207062775338 0.82524455465697 0.0255483825676911 2
"98" 0.644398897008986 0.129701426248878 0.225899676742136 1
"99" 0.245793698766735 0.0170263376502734 0.737179963582992 3
"100" 0.0334017084985489 0.016474081027291 0.95012421047416 3
"101" 0.141069554313161 0.800161785634725 0.0587686600521138 2
"102" 0.0473202575261497 0.947956345880954 0.00472339659289616 2
"103" 0.856040694358897 0.0522206325234619 0.0917386731176408 1
"104" 0.7134298592453 0.171289257462083 0.115280883292617 1
"105" 0.0613709160450598 0.05126691890828 0.88736216504666 3
"106" 0.0146792888625528 0.967529328641447 0.017791382496 2
"107" 0.152080443556009 0.751058836585107 0.096860719858884 2
"108" 0.090550757967444 0.885356228329583 0.0240930137029729 2
"109" 0.946427134983639 0.0320268856587229 0.0215459793576387 1
"110" 0.839719582373326 0.0399108997389261 0.120369517887747 1
"111" 0.174405892338539 0.0374649037105314 0.78812920395093 3
"112" 0.0222180141022403 0.97091076107534 0.00687122482241962 2
"113" 0.00864519137590508 0.986684965332556 0.00466984329153921 2
"114" 0.0183218160674536 0.974228115460225 0.00745006847232093 2
"115" 0.882321328808039 0.0599591785611338 0.0577194926308273 1
"116" 0.8134810772795 0.0733354732531563 0.113183449467344 1
"117" 0.121906535845309 0.113408916717789 0.764684547436901 3
"118" 0.401046489187152 0.024720519040909 0.574232991771939 3
"119" 0.00802347402585511 0.986096152416189 0.00588037355795614 2
"120" 0.132517629738407 0.833490872966136 0.0339914972954577 2
"121" 0.84869009468556 0.0880372888004712 0.0632726165139687 1
"122" 0.875254355265572 0.104725106769759 0.0200205379646687 1
"123" 0.250306959019869 0.03620294345134 0.713490097528791 3
"124" 0.151007622126589 0.0138605775105094 0.835131800362901 3
